X,Y,OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS
173.5973413,-42.29721608,2433,Mt Fyffe and the Seaward Kaikoura Range,"Summer-bare or plastered with winter’s snowy coat, Mount Fyffe and the Seaward Kaikoura Range dominate the Kaikoura skyline. They provide recreation opportunities ranging from a family stroll to a serious backcountry journey.
","Easy,Expert",45 min - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/33070/kaikoura-ranges-1200.jpg,https://www.doc.govt.nz/link/5256A9AB-DF79-43DC-9A32-3E4D97FB0CD2.aspx,2018-06-22T04:20:14.000Z
172.5354499,-43.12821582,2434,Mt Grey/Maukatere tracks,Enjoy some of the best views in Canterbury from the summit of Mt Grey/Maukatere (934 m).,"Easy,Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20504/mount-grey-summit-220.jpg,https://www.doc.govt.nz/link/757D6293-6663-4226-8210-D9656DD727F4.aspx,2018-06-22T04:20:14.000Z
175.4491715,-40.88101185,2435,Mt Holdsworth - Jumbo Circuit,The classic Mt Holdsworth - Jumbo Circuit is a two to three day tramp involving a climb through beech-podocarp forest to some of the best alpine tops travel in the Tararua Forest Park.,Intermediate,12 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/12000/mt-holdsworth-hero.jpg,https://www.doc.govt.nz/link/8B0A3C6C-2F21-497B-8AD3-6715B5D206D0.aspx,2018-06-22T04:20:14.000Z
168.4210331,-44.85152524,2436,Mt Judah / Heather Jock Tracks,"Scheelite mining history, open tussock country and grand views await on these tracks - with the option of staying overnight in the basic Heather Jock Hut. ","Intermediate,Advanced",2 - 3 hr one way | 3 - 4 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/27969/whakaari-hut-1920.jpg,https://www.doc.govt.nz/link/284DEBB2-F356-43C7-9CF5-A8DEC1C83F52.aspx,2018-06-22T04:20:14.000Z
174.9719147,-41.34013975,2437,Mt Matthews,Fit trampers can climb the tallest peak in the Remutaka range (941m) and the nearest to Wellington.,Advanced,10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11433/mt-matthews-1200.jpg,https://www.doc.govt.nz/link/B39258E6-86BF-4CEF-A35D-9F6E18BCFE3F.aspx,2018-06-22T04:20:14.000Z
168.4352389,-44.84647221,2438,Mt McIntosh Loop Track,A steep overnight tramp with magnificent views through open tussock land.,Advanced,8-10 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/159154/mcintosh-loop-220.jpg,https://www.doc.govt.nz/link/C3646C66-DF4F-45E9-A507-F2EE9C848E8C.aspx,2018-06-22T04:20:14.000Z
174.9600265,-41.32522289,2439,Mt McKerrow,Get panoramic views of Wainuiomata and the Hutt Valley as you climb to the top of Mt McKerrow.,Advanced,6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11740/mtmckerrow-view-1200.jpg,https://www.doc.govt.nz/link/BDA59F14-8234-42FD-B40A-C30FDC2D0048.aspx,2018-06-22T04:20:15.000Z
176.1894163,-38.12401263,2440,Mt Ngongotaha Jubilee Track,The only walking track up to the summit of Mt Ngongotaha. Passes through native forest with views of one of the largest rata trees in the Bay of Plenty.,Easy,1.5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/41802/Rimu---Jubilee-Track.223.jpg,https://www.doc.govt.nz/link/356ED78B-6723-4178-9E72-08A7FA1468A4.aspx,2018-06-22T04:20:15.000Z
176.1870204,-38.12754721,2441,Mt Ngongotaha Nature Loop Track,The Loop Track is a short walk orientated towards families or school groups to provide an experience close to town showcasing the beautiful flora and fauna of Mt Ngongotaha for all to see.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/42070/School-visit.223.jpg,https://www.doc.govt.nz/link/BA66D03D-7D25-4916-B16B-B6722B1AE74D.aspx,2018-06-22T04:20:15.000Z
170.869203,-44.43331313,2442,Mt Nimrod Track ,Walk to a cascading waterfall and enjoy gorgeous views out to the coast.,Advanced,2 - 3 hrs,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/146543/mt-nimrod-1200.jpg,https://www.doc.govt.nz/link/393A1DB4-F16F-4FAA-93D6-38DFED92690F.aspx,2018-06-22T04:20:15.000Z
172.5636692,-41.5232872,2443,Mt Owen tracks and routes,At 1875m Mt Owen is the highest peak in Kahurangi National Park and on a fine day the views from this peak are spectacular.,"Advanced,Expert","Northern access: 9 hr, Southern access 7 hr",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/32300/mt-owen-1200.jpg,https://www.doc.govt.nz/link/E344779D-609A-4268-B3A2-EB618D0169AB.aspx,2018-06-22T04:20:15.000Z
172.0797786,-43.24060616,2444,Mt Oxford tracks,Climb to the summit of Mt Oxford (1364 m) for good views of the Canterbury Plains and into Lees Valley. ,Advanced,8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/164719/mt-oxford-220.jpg,https://www.doc.govt.nz/link/EF229203-FE5E-49E5-9E56-B124E88C79FF.aspx,2018-06-22T04:20:15.000Z
172.2586075,-43.18310895,2445,Mt Richardson tracks,Climb to the summit of Mt Richardson (1047 m) for great views to the Puketeraki Range and over Lees Valley.,Advanced,4–6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20495/mt-richardson-220.jpg,https://www.doc.govt.nz/link/5719671A-DBA9-4965-A0BC-19D63D229280.aspx,2018-06-22T04:20:15.000Z
173.423693,-41.48115702,2446,Mt Richmond routes,These tracks provide access to Mt Richmond (1760 m) and can be combined for weekend round trip.,Expert,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/8BF3A15E-3EE5-4625-9BF1-5DCA480B592A.aspx,2018-06-22T04:20:15.000Z
173.6925369,-41.42591451,2447,Mt Sunday/Mt Riley Track,Pass over Mt Sunday (1310 m) and Mt Riley (1314 m) on this circuit track.,Advanced,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/63B4546F-5400-4CE1-80BE-F14A03B75F54.aspx,2018-06-22T04:20:15.000Z
174.7150421,-36.30713854,2448,Mt Tamahunga Walkway ,Tramp up to the summit of Mt Tamahunga through regenerating native forest. This track is part of Te Araroa - The Long Pathway.,Advanced,1 hr 30 min one way to summit or 3 hr 30 min one w,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/24928/funghi-mt-tamahunga.jpg,https://www.doc.govt.nz/link/90C2792C-F990-41B3-A7A2-6DB4F6557B4A.aspx,2018-06-22T04:20:15.000Z
172.3372133,-43.17518047,2449,Mt Thomas tracks,"Enjoy sweeping panoramic views of the Canterbury Plains, Banks Peninsula and the Southern Alps/Kā Tiritiri o te Moana from Mt Thomas (1023 m).",Advanced,4–7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/164685/mt-thomas-220.jpg,https://www.doc.govt.nz/link/DCBFD18B-B170-481C-8AB8-D772A24E52D7.aspx,2018-06-22T04:20:16.000Z
175.8415679,-39.1653905,2450,Mt Urchin Track,"Mount Urchin offers an easily accessible wilderness of beautiful beech forest, incredible views and a real alpine environment. ",Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/150168/urchin-kimturia-thumb.jpg,https://www.doc.govt.nz/link/A09958ED-0514-4DAD-AA34-5EE15E9C8A66.aspx,2018-06-22T04:20:16.000Z
173.2522233,-41.59722931,2451,Mt Patriarch Route,Walk or mountain bike up Mt Patriarch (1656 m).,Expert,5–6 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/161834/mt-patriach-1200.jpg,https://www.doc.govt.nz/link/CDC2C4B8-B0C1-46BA-BBF7-A524A0B17E40.aspx,2018-06-22T04:20:16.000Z
170.0872529,-43.71916552,2452,Mueller Hut Route,"At 1800 metres on the Sealy Range, Mueller Hut provides a 360-degree panorama encompassing glaciers, ice cliffs, vertical rock faces and New Zealand’s highest peaks.",Advanced,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19721/mueller-hut-route-220.jpg,https://www.doc.govt.nz/link/7D8F8B98-F8A9-468E-BF9B-871859CE8828.aspx,2018-06-22T04:20:16.000Z
175.3565523,-36.47737605,2453,Muriwai Walk,"Located beyond Port Jackson campsite, this stunning coastal walk leaves the Muriwai Hilltop car park and heads along a benched farm track along the ridge  towards Wharekaiatua Pa. ",Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/50014/muriwai-223.jpg,https://www.doc.govt.nz/link/B8D32825-2131-44D8-AB39-28201A69C13C.aspx,2018-06-22T04:20:16.000Z
174.1167696,-35.25481168,2454,Nancy Fladgate Track,"This pleasant, easy walk is a chance for children to explore the bush and the shore.",Easy,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16960/nancy-fladgate-track-220.jpg,https://www.doc.govt.nz/link/119D15D6-AF03-4F0D-8525-1E8EB59FC098.aspx,2018-06-22T04:20:16.000Z
171.3018697,-43.62694102,2455,Nature Trail,Enjoy a short walk alongside Woolshed Creek.,Easy,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/151232/beech-forest-220.jpg,https://www.doc.govt.nz/link/00B8233D-0A26-4B02-9D1F-B08DA4740312.aspx,2018-06-22T04:20:17.000Z
171.5265741,-42.40156901,2456,Nelson Creek walks,"Nelson Creek is an excellent spot to go walking, camping and exploring. With historic water races, tunnels, recreational gold fossicking and a number of short walks, there is plenty to do.   ",Easiest,20 min - 1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20269/nelson-creek-bridge-220.jpg,https://www.doc.govt.nz/link/2F1C7AB6-4159-4D9F-A455-CAE44F93910A.aspx,2018-06-22T04:20:17.000Z
168.9647944,-45.15107353,2457,Nevis Valley tracks,Access the Remarkables Conservation Area on these tracks.,Advanced,Various times over 4 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/165659/nevis-road-390.jpg,https://www.doc.govt.nz/link/B570F10E-E00E-4696-8180-7D6678C667DF.aspx,2018-06-22T04:20:17.000Z
174.9241203,-41.34988879,2458,Nga Taonga Nature Walk,Learn about forest plant life from information signs on this easy walk.,Easy,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/8829/nga-taonga-nature-walk1200.jpg,https://www.doc.govt.nz/link/898AC9A8-C1CE-4B05-A9C5-4378E67BF851.aspx,2018-06-22T04:20:17.000Z
175.9084942,-37.76051193,2459,Ngamarama/Te Tuhi Track,A challenging east-west crossing of the Kaimai Ranges featuring stream crossings and historic tramways.,Advanced,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/0C58E743-BC8D-477F-9A0C-B4BB948D44E3.aspx,2018-06-22T04:20:17.000Z
177.160335,-38.78318342,2460,Ngamoko Track,Walk along the Ngamoko Track as it steadily climbs to the Ngamoko Range summit. You will be rewarded for your hard work by the views at the summit.,Advanced,5 - 7 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/685D3279-50D0-4674-B625-EFB63038D535.aspx,2018-06-22T04:20:17.000Z
175.9785101,-37.79737147,2461,Ngamuwahine Track,This track leads from the end of Ngamuwahine Road and takes you to a junction with the Leyland O'Brien Tramline Track.,Easy,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/CD01C668-B886-40CB-B48E-C43E87366A44.aspx,2018-06-22T04:20:17.000Z
176.0147802,-39.04241818,2462,Ngapuketurua Track,This track begins on the Kiko Loop and continues as far as the park boundary on the slopes of Mt Ngapuketurua.,Advanced,4-5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/150334/kiko-nicolaquaife-thumb.jpg,https://www.doc.govt.nz/link/6F2582EE-405B-4438-9DE8-FB15E87C5CED.aspx,2018-06-22T04:20:17.000Z
177.119788,-38.344263,2463,Ngutuoha Nature Trail ,An easy loop trail with interpretation panels provide a 1 hour walking experience in the Waimana Valley at the north end of Te Urewera.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20289/ngutuoha-nature-trail-223.jpg,https://www.doc.govt.nz/link/3A04692F-A0F5-4A67-BF7F-493B52B70CA0.aspx,2018-06-22T04:20:17.000Z
-176.5729084,-43.76177827,2464,Nikau Bush Conservation Area Walk,"A short track follows a loop that takes in some peaceful forest glades in among lush regeneration beneath stately palms. 
",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/06B967EE-AC8C-4044-9FDD-18C9E63CF22F.aspx,2018-06-22T04:20:17.000Z
177.3053539,-38.34394234,2465,Nikau Flat and Kotepato Tracks,These two scenic tracks offer excellent opportunity for trout fishing and hunting.  The Nikau Flat Track follows alongside the Waioeka River and the Kotepato Track follows alongside the Te Pato Stream.,Advanced,1-2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/72962/waioeka-river-223.jpg,https://www.doc.govt.nz/link/9E322EC4-D6CA-4C0D-AA8C-69FBC9EBA23A.aspx,2018-06-22T04:20:17.000Z
172.3319627,-42.46421537,2466,Nina valley tracks and routes,Explore the Nina Valley on these tracks - the track to Nina Hut is suitable for families with children who have some tramping experience and new trampers.,"Advanced,Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/55756/nina-river-220.jpg,https://www.doc.govt.nz/link/1E470D16-8A5A-4624-888D-DDE1967CE8F6.aspx,2018-06-22T04:20:17.000Z
176.286926,-39.54858412,2467,No Man's Road area tramping tracks,Tracks starting at No Man's Road give access to a number of backcountry huts in the Eastern Ruahine Forest Park.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19821/fishing-223.jpg,https://www.doc.govt.nz/link/A012B9F3-890B-4FA6-A251-5AE820700C5D.aspx,2018-06-22T04:20:18.000Z
175.8779473,-40.18707968,2468,No.1 Line tracks,Enjoy the views of the Pohangina Valley from the end of No.1 Line or shorter Trig Loop Track.,Advanced,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/16AFF1E7-2CCC-46E1-8DB6-0F193EF80B7A.aspx,2018-06-22T04:20:18.000Z
176.1792669,-39.82187294,2469,North Block Road tramping tracks,North Block Road is the most popular starting point for visitors to Eastern Ruahine Forest Park. From there tramping tracks take you to Smith’s Stream Hut and Waipawa Forks Hut.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20040/river-crossing-223.jpg,https://www.doc.govt.nz/link/FC0FEBD5-819C-41BC-ABE0-511B16565406.aspx,2018-06-22T04:20:18.000Z
176.1956974,-39.79823037,2470,North Block Road walks,North Block Road walking tracks include the walk to Triple X Hut and the Swamp Track.,Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20025/trees-223.jpg,https://www.doc.govt.nz/link/89781DD5-5174-47E8-A6ED-14876B159663.aspx,2018-06-22T04:20:18.000Z
167.4965809,-45.72059096,2471,North Borland Track,"This tramping track offers an excellent trip to the North Borland Hut in Monowai, Fiordland.",Advanced,6 - 8 hours to hut,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/65529/borland-lodge-north-borland-hut-borland-road-223.JPG,https://www.doc.govt.nz/link/64597573-1170-46D5-839B-EF980123856C.aspx,2018-06-22T04:20:18.000Z
174.1083856,-39.25751982,2472,North Egmont short walks,"These short walks are in the Egmont National Park, at North Egmont Road end.",Easiest,Various times under 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25475/ambury-monument-north-egmont-1200.jpg,https://www.doc.govt.nz/link/EEF5D4C9-3018-451F-A145-784BC822F258.aspx,2018-06-22T04:20:18.000Z
174.094718,-39.27099265,2473,North Egmont tramping tracks,Scenic tramps that offer views of Mount Taranaki and down across the Taranaki Ring Plain to the coast. ,Advanced,Various times,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26080/tahurangi-1200.jpg,https://www.doc.govt.nz/link/51B7972A-A853-446C-8EAE-A3D181CF058B.aspx,2018-06-22T04:20:20.000Z
167.9106115,-46.86731301,2474,North West Circuit Stewart Island/Rakiura,The North West Circuit offers challenging multi-day tramping around Rakiura/Stewart island’s northern coast. ,Advanced,9 - 11 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16323/east-ruggedy-hero.jpg,https://www.doc.govt.nz/link/62552FF0-94D4-4EDE-8BB3-6304DE174745.aspx,2018-06-22T04:20:20.000Z
175.8448043,-37.64857463,2475,North-South Track,"This is a multi-day tramp using rugged, unmarked routes suitable for expert backcountry trampers only. Trampers will need to camp in addition to staying in huts.",Expert,5 - 7 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19871/north-south-tramper-1200.jpg,https://www.doc.govt.nz/link/E5DB00FB-21DF-40EE-88D1-33BD4FEC2E92.aspx,2018-06-22T04:20:20.000Z
169.8103797,-46.4463167,2476,Nugget Point/Tokata walks,"Enjoy dramatic coastal views from the Tokata Lighthouse and spot seals, penguins and other seabirds on these short walks.",Easiest,Various times under 40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/27759/nuggest-point-1200-thumb.jpg,https://www.doc.govt.nz/link/C189586B-7B3D-418C-B047-03AADABEC434.aspx,2018-06-22T04:20:20.000Z
173.7769119,-41.16881846,2477,"Nydia Track, Marlborough Sounds",The 27-km Nydia Track in the Sounds area of Marlborough is an easy 2-day tramp. Plan on an overnight stop at Nydia Bay. ,Advanced,9.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/12703/nydia-track-1200.jpg,https://www.doc.govt.nz/link/DBDE5F12-9210-4FE3-8699-C4BB404EB5DA.aspx,2018-06-22T04:20:20.000Z
168.1739791,-46.97125097,2478,Ocean Beach tracks,Walk a loop track in Glory Cove Scenic Reserve on Stewart Island/Rakura.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/6D3FEB4D-BA08-4274-B694-727F1D427AA0.aspx,2018-06-22T04:20:20.000Z
175.4995263,-39.3314996,2479,Ohakune area tramping tracks,Lake Surprise and Old Blyth tramping tracks are 5 hour return hikes you can enjoy in the Ohakune area.,Advanced,4 or 5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/15433/lake-surprise-track-1200.jpg,https://www.doc.govt.nz/link/62D858FC-8606-470C-A81F-05BE32DF87CC.aspx,2018-06-22T04:20:20.000Z
175.3845873,-39.37513706,2480,Ohakune Old Coach Road,Take a trip back into New Zealand's rail heritage while you walk or cycle an old coach road. The road was used to carry passengers and goods between two railheads on the North Island main trunk link before they were linked in 1908.,Easy,4 hr 30 min walk,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/35954/ohakune-old-coach-road-1200.jpg,https://www.doc.govt.nz/link/F1485C5A-2D8C-4D2B-9F01-7A449A1ADB92.aspx,2018-06-22T04:20:21.000Z
175.3923034,-38.9927282,2481,Ohinetonga Track,Walk through a variety of attractive scenery - with picnic areas and good places to swim as well this track is a good option with children.,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/150741/ohinetonga-lagoon-223.jpg,https://www.doc.govt.nz/link/029BAAF1-381B-4811-A5A5-1B06B9E894BA.aspx,2018-06-22T04:20:21.000Z
176.346294,-38.1753034,2482,Okareka Mistletoe Walk,The short walk for the whole family provides views of the threatened native mistletoe.,Easiest,10 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/32832/green-mistletoe-1200.jpg,https://www.doc.govt.nz/link/E14C3BAF-CF9F-48F0-AEA4-E4F0BFE5987E.aspx,2018-06-22T04:20:21.000Z
170.1436093,-43.2290026,2483,Ōkārito walking tracks,North of the Franz Josef Township sits the coastal settlement of Ōkārito and the Ōkārito Lagoon. The lagoon is home to more than 76 species of native birds including the kōtuku/white heron and royal spoonbills.,"Easiest,Easy",20 min - 3 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18683/okatiro-walk-1200.jpg,https://www.doc.govt.nz/link/E0E86976-675C-4A17-A8A7-398F1E27F155.aspx,2018-06-22T04:20:21.000Z
176.3436812,-38.01083218,2484,Okere Falls Track,"With viewing platforms that provide great views of magnificent  waterfalls and white water rafters making their way down the Kaituna River, as well as geocaches and glow worms at night, there is plenty to keep kids entertained on this short, easy walk.",Easiest,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16675/okere-falls-track-1200.jpg,https://www.doc.govt.nz/link/9AABA76C-9A42-4D68-9AEC-13A8DB147B42.aspx,2018-06-22T04:20:21.000Z
178.100482,-38.66446304,2485,Okitu Bush Scenic Reserve Walk,This easy track through native bush has creeks for kids to explore and a grassy picnic area close to the car park - it's a great option for families.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18441/okitu-view-hero.jpg,https://www.doc.govt.nz/link/04EB604C-FA3A-48C3-9320-5EB6FF93972D.aspx,2018-06-22T04:20:21.000Z
175.5209151,-39.04176388,2486,Okupata Caves,Explore a network of underground passages.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/15029/okupata-cave-tongariro-1920.jpg,https://www.doc.govt.nz/link/C2CD3549-1E99-41FF-B375-759C2494A4D5.aspx,2018-06-22T04:20:21.000Z
174.72678,-36.65544,2487,Okura Bush Walkway,Take a 3-hour return walk along the Okura Bush Walkway. The walkway winds its way through the Okura River Estuary and through coastal forest to Karepiro Bay and historic Dacre Cottage.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/5613/okura-bush-1200.jpg,https://www.doc.govt.nz/link/1412FDF1-F12E-4710-BED2-21D45AD9E003.aspx,2018-06-22T04:20:22.000Z
167.1700337,-45.47892229,2488,Old Doubtful Sound Track,"This tramping track follows a century-old trail in Deep Cove, Doubtful Sound, through mixed podocarp forest. ",Advanced,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/64669/old-doubtful-sound-track-223.JPG,https://www.doc.govt.nz/link/477A1773-F410-4ADE-8A0F-B3497D9C7191.aspx,2018-06-22T04:20:22.000Z
173.2979226,-41.5464965,2489,Old Man Hut Circuit,This circuit via Old Man Hut makes a good weekend tramp.,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/161975/old-man-route-1200.jpg,https://www.doc.govt.nz/link/AE1E10DC-B1CC-41FA-84FE-AB0767DA6ABC.aspx,2018-06-22T04:20:22.000Z
177.1483505,-38.7918532,2490,Old Maori Trail,The Old Maori Trail is also know as the Rosie Bay - Lake Kaitawa Track and follows what was once a Maori trail to the lake.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20400/rosie-bay-223.jpg,https://www.doc.govt.nz/link/E2EAA522-B966-48DE-A56A-CB1764C6380A.aspx,2018-06-22T04:20:22.000Z
173.6275539,-35.23992101,2491,Omahuta Kauri Sanctuary Walk,The giant kauri in the Omahuta Kauri Sanctuary were protected from logging in 1951. This short loop track leads you through a stand of mature kauri.,Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16939/kauri-tree-223.jpg,https://www.doc.govt.nz/link/5B4A4E5F-4773-4D4D-9BDE-3A21A6BBC9C5.aspx,2018-06-22T04:20:22.000Z
175.1639792,-38.52462111,2492,Omaru Falls Walk,"A gentle 30 min walk through bush and over farmland to the beautiful Omaru Falls. On Omaru Road, clearly signposted from SH4.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/35510/omaru-falls-1200.jpg,https://www.doc.govt.nz/link/0965AB7F-9064-4141-A8D4-723164EA2813.aspx,2018-06-22T04:20:22.000Z
173.7257538,-35.19478429,2493,Onekura Track,Tramping track for experienced trampers with good route-finding abilities. The route descends to the Waipapa River.,Advanced,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16611/taraire-223.jpg,https://www.doc.govt.nz/link/4850FB07-D417-4072-9D1B-A458789D9B9A.aspx,2018-06-22T04:20:22.000Z
177.1237763,-38.79588002,2494,Onepoto Caves Track,The 2 hour return walk to Onepoto Caves branches off to various caves in the area. The track then descends into a small valley where you’ll find the largest number of caves on the walk.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19981/onepoto-cave-track-223.jpg,https://www.doc.govt.nz/link/68F67BEB-58EC-4029-9030-1127C8E3C4BE.aspx,2018-06-22T04:20:22.000Z
175.123615,-38.26221999,2495,Opapaka Pā Walk,Walk through native forest to the site of a small defensive pā built and used by Ngati Hia in the late eighteenth century.  ,Easy,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/46547/opapaka-pa-1200.jpg,https://www.doc.govt.nz/link/43BB4070-CD93-4AE5-A6C0-F8148E0D88C6.aspx,2018-06-22T04:20:23.000Z
176.212247,-38.7656267,2496,Opepe walks,"Perfect for families and just a short drive from Taupo on SH5, explore native bush and discover local history in this scenic and historic reserve.",Easiest,30 min or 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/141700/opepefamily-dglt-thumb.jpg,https://www.doc.govt.nz/link/74B66E36-EA39-4378-9E41-D1123105A8DC.aspx,2018-06-22T04:20:23.000Z
175.6235208,-36.72096877,2497,Opera Point Walk,Opera Point on the Coromandel Peninsula offers a walk on an old tramway line to a pleasant beach.,Easiest,15 min ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11880/opera-point-223.jpg,https://www.doc.govt.nz/link/056C5F55-908D-4EC8-A854-2A14046939D6.aspx,2018-06-22T04:20:23.000Z
173.7430148,-41.12831111,2498,Opouri Bridle Track,Walk or mountain bike through native forest and farmland from Opouri Saddle down to Harvey Bay (Duncan Bay). ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/13051/opouri-bridle-track-220.jpg,https://www.doc.govt.nz/link/0F9DAB3D-7D09-49A6-A96B-F278A249953D.aspx,2018-06-22T04:20:23.000Z
174.0718331,-35.31995421,2499,Opua Kauri Walk,A pleasant walk through regenerating forest to a lookout with stunning views over a valley that is home to kauri trees. ,Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/163631/opua-kauri-walk-220.jpg,https://www.doc.govt.nz/link/4C1B09FC-3ADB-4502-9972-98D24C408503.aspx,2018-06-22T04:20:23.000Z
