OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,Shape__Length
5239,Rangitoto Summit Track,An easy climb through pōhutukawa forest and lava fields gives way to panoramic views of Auckland and the Hauraki Gulf from the summit of this volcanic island. This is one of our best shorts.,Easy,2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/58592/rangitoto-1200.jpg,https://www.doc.govt.nz/link/A24C756B-0172-4865-BB3E-F57C82E08406.aspx,2018-06-22T04:19:19.000Z,5812.7438
5240,Rangiwahia Hut Track,This well-graded track to the tussock tops on Whanahuia Range is a great overnight tramp for families with children and new trampers.,Easy,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/28961/rangiwahia-track-1920.jpg,https://www.doc.govt.nz/link/340AC88A-3C20-49D7-B574-6FF488FAE490.aspx,2018-06-22T04:20:33.000Z,4191.582229
5241,Rob Roy Track,"This track offers an easy route (achievable by older children) into a dramatic alpine landscape that includes snowfields, glaciers, sheer rock cliffs and waterfalls. ",Easy,3–4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20219/rob-roy-1200.jpg,https://www.doc.govt.nz/link/93ED7D16-981F-4CF4-B015-2C3532B2A42E.aspx,2018-06-22T04:20:35.000Z,5324.4391
5242,Roberts Point Track ,The Roberts Point Track requires a good level of fitness. After walking one hour you will reach Hende's Hut. From there the track continues to climb on to Roberts Point where the glacier views are spectacular. ,Advanced,5 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17876/roberts-point-bridge-1200.jpg,https://www.doc.govt.nz/link/4E55AA3E-2B3C-4ED7-BCC2-16328065E48D.aspx,2018-06-22T04:20:35.000Z,3739.400915
5243,Rotary Ride and Waikato River Track,"These two tracks along the banks of the Waikato River allow for stunning views of the river, and access to Huka Falls and the network of mountain bike trails in the area.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/149303/rotary-ride-dglt-1200.jpg,https://www.doc.govt.nz/link/E504BF8B-9AF8-4AA9-B920-6271846A6FFB.aspx,2018-06-22T04:20:35.000Z,6581.277382
5244,Routeburn Track: Key Summit Track,Enjoy panoramic views over mountains and alpine lakes on this half-day walk off Milford Road on the Routeburn Track - it's suitable families with children.,Intermediate,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63442/key-summit-1200.jpg,https://www.doc.govt.nz/link/66D12E71-4503-4FCE-8619-792A1443448E.aspx,2018-06-22T04:20:36.000Z,4833.243419
5245,Ruakaka Pipeline Road Track,Ruakaka Pipeline Road Track is considered suitable for people of most fitness levels. The 3-km track provides back dune access to Bream Bay.   ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19777/BreamBay-223.jpg,https://www.doc.govt.nz/link/D28BE767-39C7-418B-9775-AAB0822F782D.aspx,2018-06-22T04:20:36.000Z,3456.269258
5246,Ruakuri Walk,"Discover a forested gorge, natural sculpted cliffs and low limestone arches on this spectacular loop walk - plenty to keep kids interested.",Easiest,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/13842/ruakuri-bush-1200.jpg,https://www.doc.govt.nz/link/3EC5BCBE-DF2D-40F1-BD34-5485931CB14B.aspx,2018-06-22T04:20:36.000Z,1030.501749
5247,Ruapane Lookout,Climb to a lookout on Mount Pirongia with excellent views across the Waikato Basin to the Kaimai Ranges.,"Easy,Advanced",1 hr | 1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/150881/ruapane-1200.jpg,https://www.doc.govt.nz/link/B7269906-B96C-4501-AC72-7CC901D8DC21.aspx,2018-06-22T04:20:36.000Z,5024.440889
5248,Sandymount Track,Walk to Sandymount via the Chasm and Lovers Leap and get spectacular views of the coastline.,Easy,2.5 km return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/161568/cape-saunders-from-sandymount-220.jpg,https://www.doc.govt.nz/link/190AD67D-80D6-49D0-B807-29F3C6349E5B.aspx,2018-06-22T04:20:37.000Z,4373.612159
5249,Sawyer Burn Track,The Sawyer Burn Track climbs through the forest to the bushline and has superb views of Lake Hāwea and the surrounding mountains.,Advanced,"2 hr return to the bushline, 5 hr return to Sawyer",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/55889/sawyer-burn-track-1200.jpg,https://www.doc.govt.nz/link/9599205C-4033-4EF0-A90C-308AA7A395DE.aspx,2018-06-22T04:20:37.000Z,4044.750326
5250,Scott Creek Track,"This route is for experienced trampers. It is irregularly marked, steep and in parts obscure and washed out.",Advanced,5-7 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20327/scottcreek-1920-2.jpg,https://www.doc.govt.nz/link/EC12583F-AA0E-4FEB-9AF4-4AED45FC3D42.aspx,2018-06-22T04:20:37.000Z,3648.522208
5251,Scotts Saddle Track,"Starting in Mt Hutt Forest and ending at Mount Hutt Skifield Road, Scotts Saddle Track offers beautiful views over mid-Canterbury.",Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/45563/mt-hutt223.jpg,https://www.doc.govt.nz/link/3DB13894-D94B-4C9B-9FFC-B928C7844CE3.aspx,2018-06-22T04:20:37.000Z,4288.635758
5252,Shotover Saddle Route,The Shotover Saddle Route offers magnificent views of the West Matukituki and Rob Roy valleys.,Expert,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20405/shotover-saddle-view-220.jpg,https://www.doc.govt.nz/link/4C2583BC-009D-4DD0-97D6-1E7CDDC6D807.aspx,2018-06-22T04:20:38.000Z,2602.203777
5253,Signal Station Track,Enjoy spectacular views of the harbour and coastline on this short easy walk - it's suitable for children and buggies. ,Easiest,15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20343/signal-station-1-1200.jpg,https://www.doc.govt.nz/link/8BA4EAFE-6AD7-46AC-AFAA-CC5926DCA044.aspx,2018-06-22T04:20:38.000Z,532.1984818
5254,Billygoat Circuit,This track offers views of the surrounding countryside and evidence of the logging era. ,Intermediate,4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/83D92BF9-7E0F-429F-AACB-07BAD80C0F0F.aspx,2018-06-22T04:21:01.000Z,9922.033971
5255,Smith Creek - Tauherenikau River,This is a daytrip in the southern Tararua Range and the exit/entry to the Kaitoke-Holdsworth Tramp. ,Advanced,4 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/FBA8FE61-9494-485E-BEDE-F75FC80BC682.aspx,2018-06-22T04:20:38.000Z,6285.486002
5256,Southern Circuit Stewart Island/Rakiura,"Stewart Island/Rakiura's Southern Circuit Track is a remote, challenging tramp and requires good fitness, route-finding skills and backcountry experience.",Advanced,4 - 6 days round trip from Freshwater landing,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16383/southern-circuit-1200.jpg,https://www.doc.govt.nz/link/C5273BAB-936F-4C43-9647-E36AB4A585FA.aspx,2018-06-22T04:20:39.000Z,85782.09269
5257,Speargrass Track,"For an easy overnight tramp, great for kids, walk to Speargrass Hut on this well graded track.",Intermediate,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/160006/speargrass-hut-220.jpg,https://www.doc.govt.nz/link/F482878B-D641-4CAB-B762-E1E97B9B2B1D.aspx,2018-06-22T04:20:39.000Z,6461.33931
5258,Square Kauri Tree ,Climb a short track to marvel at an unusual square trunked kauri and enjoy the view across to Maumaupaki on the main Coromandel Range.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11164/square-kauri-1200.jpg,https://www.doc.govt.nz/link/9BBB3719-E914-4691-A78D-C11DC9871457.aspx,2018-06-22T04:20:39.000Z,89.8950159
5259,St Arnaud Range Track,Climb onto the St Arnaud Range for spectacular views of the surrounding area.,Advanced,5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/161177/st-arnaud-range-track-1200.jpg,https://www.doc.govt.nz/link/80234747-51FF-4A84-932A-A1263CD1BF0A.aspx,2018-06-22T04:20:39.000Z,4169.537548
5260,St James - Waiau Pass Track,"Waiau Pass Track follows the true right of the Waiau River, St James Conservation Area.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/DB93DCBF-4C49-4B6F-8F91-9F4C453CBB34.aspx,2018-06-22T04:20:39.000Z,27571.45019
5261,Stanley River Route,This marked route links Charlies Saddle to Stanley Vale Hut in the St James Conservation Area. ,Expert,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/52290/stanley-vale-1200.jpg,https://www.doc.govt.nz/link/FBE29FD3-5CB7-45F6-B1BA-6659EF793C3E.aspx,2018-06-22T04:20:40.000Z,16096.67815
5262,Sunrise Track,"This well-graded track is a great overnight tramp for families with children and new trampers - it passes through changing forest types to the open tops, with great views of the Hawke’s Bay plains and excellent sunrises from the hut. ",Easy,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/30598/sunrise-hut-track-1200.jpg,https://www.doc.govt.nz/link/C8A2DA27-4F26-4D1F-927B-751B98679555.aspx,2018-06-22T04:20:40.000Z,5253.591486
5263,Sutton Salt Lake walk,"Take a self-guided loop walk around Sutton Salt Lake, New Zealand's only inland salt lake. ",Easiest,40 - 60 m,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/145515/sutton-salt-lake-1920.jpg,https://www.doc.govt.nz/link/7EBC6BF3-CFF1-480B-9AE6-22A0BCD4AC58.aspx,2018-06-22T04:20:40.000Z,3332.445698
5264,Sylvester Hut Track,Walk up to Sylvester Hut as day walk or overnight tramp with children - enjoy great views from the hut and explore a series of lakes on the open tops behind the hut.,Easy,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/151901/sylvester-hut-track-220.jpg,https://www.doc.govt.nz/link/47399A4D-95F3-40CF-A787-F8F79BAFC58D.aspx,2018-06-22T04:20:40.000Z,6840.040329
5265,Taheke Waterfall Track,This lovely 3-km loop track leads through a grove of regenerating kauri and offers views of the Taheke Waterfall. ,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19782/taheke-waterfall-1200.jpg,https://www.doc.govt.nz/link/394A1C9C-4121-4B06-9F0D-19201B5D1970.aspx,2018-06-22T04:20:41.000Z,2355.609303
5266,Tahunatara Point Walk,"An easy walk, ideal for families, in beautiful Whakaipo Bay. Take a picnic and spend the day on the beach. ",Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/149834/tahunatara-track-thumb.jpg,https://www.doc.govt.nz/link/6485A98E-B802-4F54-B187-F3ADB1534BFA.aspx,2018-06-22T04:20:41.000Z,2104.215157
5267,Taieri River Track,An interesting walk in the Taieri Gorge that travels alongside the Taieri River and passes through several different types of vegetation.  ,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/27947/taieri-river-track-220.jpg,https://www.doc.govt.nz/link/DA4792CF-24C0-45D5-818E-B754230EEED7.aspx,2018-06-22T04:20:41.000Z,4307.521735
5268,Taita Bridle Track,This moderately challenging track leads into the beautiful and rugged Waima Forest.,Advanced,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/AE7C93BC-01B9-4074-9113-BB1D9C28557F.aspx,2018-06-22T04:20:41.000Z,4005.274464
5269,Tarawera Outlet to Humphries Bay,This area was extensively altered by the 1886 Tarawera eruption and the landscape is being slowly regenerated by native plant species.,Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17097/tarawera-outlet-1920.jpg,https://www.doc.govt.nz/link/6C89352E-FC57-44D5-941B-D0AED2ED36AF.aspx,2018-06-22T04:20:42.000Z,7395.488266
5270,Taronui Bay Recreation Reserve Track,Walking the track will take you through a mixed landscape of pasture and wooded areas to the beautiful white sands of Taronui Bay.,Easy,45 - 60 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/29167/taronui-bay-223.jpg,https://www.doc.govt.nz/link/AF4F3173-D2FD-4F7F-A938-906726FD2E3A.aspx,2018-06-22T04:20:43.000Z,3482.189873
5271,Tasman River tracks ,Tasman River is a large braided river which flows into Lake Pukaki. There are walking and cycling tracks in the area. ,Advanced,2 or 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/122042/tasman-river-track-mtb-565.jpg,https://www.doc.govt.nz/link/4BE373D5-C563-432E-89C3-A8BFDD33EB7C.aspx,2018-06-22T04:20:43.000Z,11708.9933
5272,Blue Lakes and Tasman Glacier walks,"View New Zealand's longest glacier, the mighty Haupapa/Tasman Glacier on one of our best short walks.",Easy,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17714/blue-lakes-hiker-1200.jpg,https://www.doc.govt.nz/link/B015EFB4-41D5-4E57-A498-FD937797D2B3.aspx,2018-06-22T04:19:20.000Z,1841.243254
5273,Tatare Tunnels Walk ,The 80-minute walk follows an old 4WD road then the tracks climbs to the old water tunnels. You will need a torch and raincoat to explore the tunnels. ,Easy,1 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17986/tatare-tunnels-walk-1200.jpg,https://www.doc.govt.nz/link/BB10B4AE-33F9-4A9B-A6F9-3554088924F3.aspx,2018-06-22T04:20:43.000Z,1830.543523
5274,Taumarumaru Scenic Reserve Walk,This short walk features great views and access to a small beach - with a pa site to explore as well this easy walk is a great option for children.,Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/52782/bridge-at-start-of-tumarumaru-scenic-reserve-walk-525.jpg,https://www.doc.govt.nz/link/BCE4DDCA-CBA6-48BF-8F44-001C6602B8E5.aspx,2018-06-22T04:20:43.000Z,2476.067212
5275,Te Arapiki o Tawhaki,Experience stunning views and native bush on Te Arapiki o Tawhaki at Pukaha Mount Bruce.,Easy,2 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/32525/view-from-lookout-mount-bruce-wildlife-centre-1200.jpg,https://www.doc.govt.nz/link/D0476943-E2B5-498B-A65A-649C761AD94F.aspx,2018-06-22T04:20:44.000Z,2474.314319
5276,Te Au Track,The track climbs to 521 m and offers panoramic views of the Waikanae Estuary and Kapiti Island.,Advanced,3 – 4 hr to Huia Street,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10156/olearia-paniculata-223.jpg,https://www.doc.govt.nz/link/1B51BB2E-8AA0-4564-9207-12A4EF15B8D9.aspx,2018-06-22T04:20:44.000Z,5202.24658
5277,Boundary Stream Walks,Walk to the Hawke's Bay highest waterfall or choose another walk in an area where native forest and birds are protected from pests and predators - shorter options are suitable for children,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20958/bell-rock-boundary-stream-223.jpg,https://www.doc.govt.nz/link/BD2121F3-B640-4335-AE39-9D304AAFE5E7.aspx,2018-06-22T04:19:27.000Z,20568.70838
5278,Boyd Creek Track,"This difficult tramping track leads from the Milford Road up the Boyd Creek onto the tops of the Countess Range, in the Snowdon Forest area. ",Advanced,2.5 - 3.5 hr to tops,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63500/boyd-creek-sign-223.jpg,https://www.doc.govt.nz/link/3A6F03F8-0506-43A3-9A99-FFA7832B0CC7.aspx,2018-06-22T04:19:27.000Z,4875.397827
5279,Te Kauri Park Circuit Walk,Walk alongside the attractive Waikuku Stream then climb up to good views of the surrounding countryside.,Easiest,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10506/waikuku-stream-223.jpg,https://www.doc.govt.nz/link/3FB7FA4B-A8D8-4C66-ACEE-9019D308F69F.aspx,2018-06-22T04:20:44.000Z,941.3207412
5280,Te Kere Haka Track,The Te Kere Haka Track follows the shore of Lake Wakatipu.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/61494/te-kere-haka-track223.JPG,https://www.doc.govt.nz/link/7D7C83AC-1607-40A4-A956-6E34461747E3.aspx,2018-06-22T04:20:44.000Z,2444.081838
5281,Te Kopia Walk,Enjoy views over a geothermal area on this short walk near Rotorua.,Easiest,5 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/170680/te-kopia-220.jpg,https://www.doc.govt.nz/link/C8C015C9-9B8D-4E34-866A-FF02B7C41CF7.aspx,2018-06-22T04:20:44.000Z,200.3048062
5282,Te Puia Hut Track  and Mangatainoka Hot Springs,"Walk to Te Puia Hut for an easy overnight tramp, or continue on to hot springs surrounded by bush and with river views.",Intermediate,1–2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20021/mangatainoka-220.jpg,https://www.doc.govt.nz/link/689F1187-EAF0-4519-BF96-961D0D42D5CE.aspx,2018-06-22T04:20:45.000Z,8815.516167
5283,Te Tapui Loop Track,"A loop track follows through the bush and up to the summit, with a lookout tower and great views across to the Kaimai Ranges and Firth of Thames.",Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/60840903-9C10-4020-BC03-3EFA2CD0A860.aspx,2018-06-22T04:20:45.000Z,5858.550632
5284,Te Werahi Beach Track,"From Cape Reinga/Te Rerenga Wairua, this 2 km track follows the West Coast leading you down past steep cliffs to the long, sweeping Te Werahi Beach. ",Easy,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18917/te-werahi-beach-1200.jpg,https://www.doc.govt.nz/link/73E3D2D7-B73C-420F-B1CD-9241C067A3DF.aspx,2018-06-22T04:20:46.000Z,4269.919687
5285,Te Whara Track,Follow in the footsteps of Northland's Māori ancestors. This challenging track climbs through coastal forest before revealing a spectacular 360-degree panorama. It's one of our best day hikes.,Intermediate,5-6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17295/te-whara-1200.jpg,https://www.doc.govt.nz/link/E91049F3-D3C2-4E56-84BE-DCBB2BD7DC69.aspx,2018-06-22T04:19:20.000Z,6361.725227
5286,Teal Bay to South Coast Track,"This difficult tramping track heads from the southern shore of Lake Hauroko, over alpine tops on Hump Ridge and down to the coast at Te Waewae Bay.

",Advanced,10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/65208/teal-bay-1200.jpg,https://www.doc.govt.nz/link/7E042AB8-2411-46AF-A0B8-DCDD8092F6BA.aspx,2018-06-22T04:20:46.000Z,15138.02442
5287,Breast Hill Track,"This tramping track, taking 2-3 days to complete, forms part of the Te Araroa - The Long Pathway and connects to the Timaru River Track. ",Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/58348/breast-hill-1200.jpg,https://www.doc.govt.nz/link/264819CC-3F92-4F3C-90D6-BDCB9BB44F19.aspx,2018-06-22T04:19:27.000Z,45975.23511
5288,Tikitapu Nature Walk,This short walk through beautiful forest has information panels about plant and birds along the way - it's a great option for children. ,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/32592/lake-tikitapu-hero.jpg,https://www.doc.govt.nz/link/A5D16B32-99D9-4B3D-8F11-0E834181F25E.aspx,2018-06-22T04:20:46.000Z,740.6864757
5289,Tokatoka Scenic Reserve Track,Climb to the top of Tokatoka and enjoy the stunning 360-degree views. ,Easy,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17678/Tokatoka223.jpg,https://www.doc.govt.nz/link/DBF3B049-6407-43EF-9857-05B4E7032865.aspx,2018-06-22T04:20:48.000Z,291.4358031
5290,Top Dingle Hut Track ,A track climbs from Ahuriri valley over Dingleburn Pass and descends to Top Dingle Hut in Dingle Burn valley. ,Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/119531/dingle-burn-track-acp-b-565.jpg,https://www.doc.govt.nz/link/205252B5-210E-4001-A933-6B88E57ABBC4.aspx,2018-06-22T04:20:48.000Z,2797.662231
5291,Toretore Island Walk,"Located near Russell, this short walk traverses Toretore Island. It takes you through a young totara forest with views of the inner Bay of Islands and Paihia's off-shore islands.",Easy,10 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16963/toretore-island-2-223.jpg,https://www.doc.govt.nz/link/645E261D-F710-4939-8622-09BE2D9FE8EC.aspx,2018-06-22T04:20:48.000Z,348.8337255
5292,Trains Track,Follow the Waitōtara River to Trains Hut.,Advanced,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/105759/terereohaupa-falls.jpg,https://www.doc.govt.nz/link/361C15A1-93B4-4495-80B6-C35C1D84DC7E.aspx,2018-06-22T04:20:48.000Z,12327.64082
5293,Trotters Gorge tracks,"Discover river sculpted caves or great views out to sea, as well as see and hear many of New Zealand's bush birds, on these tracks from Trotters Gorge Campsite.","Easy,Advanced",30 min one way |2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/160332/trotters-gorge-220.jpg,https://www.doc.govt.nz/link/49130963-53BB-4237-850C-21B439FA58B4.aspx,2018-06-22T04:20:49.000Z,3358.733709
5294,Tuhoto Ariki Trail,Specifically designed dual use trail through native bush with great downhills and some decent climbs for the mountain bikers. Starts from the highest point in Whakarewarewa Forest.,Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/36716/mark-upshall-on-ta.jpg,https://www.doc.govt.nz/link/1A8F574F-7CEF-406A-9228-2525A6DCB1A4.aspx,2018-06-22T04:20:49.000Z,3527.871843
5295,Twilight - Te Werahi Loop Track,The round-trip walk is 16 km in length and takes between 4 hours 30 minutes to 5 hours to complete. The track crosses farmlands and dunes. ,Advanced,4 hr 30 min - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18560/te-werahi-stream-1200.jpg,https://www.doc.govt.nz/link/32822A5B-5715-47A5-A202-E8E16F6487BA.aspx,2018-06-22T04:20:50.000Z,21303.13408
5296,Twizel Town tracks,These tracks are found within a few kilometres of Twizel.,Easy,2 or 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/122097/twizel-river-trail-mtb-565.jpg,https://www.doc.govt.nz/link/730CDED7-35CA-4C30-895A-5CCB7E876DD7.aspx,2018-06-22T04:20:51.000Z,19518.41279
5297,Waiau Falls and Kauri Grove Lookout Walk,Visit a popular swimming hole at Waiau Falls and view a mature kauri grove on this walk. ,Easiest,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11168/waiau-falls-hero.jpg,https://www.doc.govt.nz/link/A98DE5C6-AE6F-44FA-8098-59D3CE2E9F29.aspx,2018-06-22T04:20:52.000Z,70.68811297
5298,Waikawau Track ,This route for intrepid trampers is the longest track to Leitch's Hut. ,Advanced,14 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/170372/waikawau-track-1600.jpg,https://www.doc.govt.nz/link/8FEA5801-5429-4446-9667-64C4F4EA365D.aspx,2018-06-22T04:20:52.000Z,10707.33554
5299,Waingongoro Hut tracks,"Waingongoro Hut is a good overnight tramp for families with children and new trampers - walk through goblin forest, stop for a swim in lava-formed pools, and cross the highest swing bridge in Egmont National Park.",Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/161480/waingongoro-swingbridge-220.jpg,https://www.doc.govt.nz/link/A5180A24-B720-4C45-8EC6-AC37314588D5.aspx,2018-06-22T04:20:53.000Z,3499.480565
5300,Wainui Falls Track,"A short walk through lush native bush leads to the cascading Wainui Falls, the largest and most accessible falls in Golden Bay/Mohua - there's a long swing bridge for children to enjoy as well. It's one of our best short walks.",Easy,1 hr 20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25793/wainui-falls-hiker-1200.jpg,https://www.doc.govt.nz/link/3760C5FC-65BE-400A-9DF7-706EF6E3ABFF.aspx,2018-06-22T04:19:20.000Z,1706.756362
5301,Waiomu Kauri Grove Walk,"A 2-hour return walk allows you to visit one of the Coromandel Peninsula’s finest remaining kauri stands, Waiomu Kauri Grove. ",Easy,2 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11156/kauri-223.jpg,https://www.doc.govt.nz/link/FC697CAB-5FE1-40C8-9385-A7CC33469645.aspx,2018-06-22T04:20:53.000Z,2458.612226
5302,Waiorongomai Valley tramping tracks,Explore pack tracks and tramlines from gold mining days - the shorter option is suitable for children and follows New Zealand’s oldest known railway (1882-83) with the original rail still in place.,Advanced,2 or 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19272/visitors-waiorongomai-1920.jpg,https://www.doc.govt.nz/link/9EA758E0-529E-449B-A716-FC8985527DA6.aspx,2018-06-22T04:20:53.000Z,10856.86009
5303,Waipehi Walk,"Starting from Motutere Bay on the eastern shores of Lake Taupo take in the views, the native bush and the volcanic heritage of the area.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/148734/waipehi-taniawells-hero.jpg,https://www.doc.govt.nz/link/FE12DF4C-5F42-47D6-B82E-CC3A5FED71B7.aspx,2018-06-22T04:20:53.000Z,1310.65534
5304,Waipu Caves Track,"From the caves, a 2-km walk leads you through a picturesque karst limestone landscape across farmland and regenerating bush to a point where you can take in the magnificent views. Within the entrance to the caves themselves, you will find stalactites, sta",Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19970/waipu-caves-1200.jpg,https://www.doc.govt.nz/link/BD2C0E4A-B217-4B83-938F-8EEBE7AA0265.aspx,2018-06-22T04:20:53.000Z,1747.25978
5305,Wairakau Stream Track,This track is for experienced trampers. It first climbs over a saddle to an old farm road and then descends through regenerating forest to Wairakau Stream. It ends at Lane Cove Hut.,Intermediate,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17175/wairakau-stream-crossing-223.jpg,https://www.doc.govt.nz/link/04E8E90B-6B28-4140-811B-36194329806C.aspx,2018-06-22T04:20:53.000Z,5277.158666
5306,Wairere Falls Track,Wairere Falls Track weaves its way through moss covered rocks and tree roots. Large round boulders form natural pools and cascading waterfalls.,"Easy,Advanced",3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19565/wierere-falls-1200.jpg,https://www.doc.govt.nz/link/0C42AA02-3B23-4767-94AC-FF7A47A51C10.aspx,2018-06-22T04:20:54.000Z,3419.141567
